filename,product_name,image_urls,short_description,long_description,categories,stock_status,is_complete
ap-baby-desk.html,Ap Baby Desk,"['https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/10/Ap-Baby-Desk2-150x150.jpg']",,,['Moms & Kids'],,False
remote-organizer.html,REMOTE ORGANIZER,['https://rabeyaenterprise.com/wp-content/uploads/2021/08/1.jpg'],,,[],,False
tablet-laptop-phone-stand.html,Tablet Laptop Phone Stand,"['https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/09/Tablet-Laptop-Phone-Stand-150x150.jpg']",Mini Laptop Holder Adjustable Portable Phone Stand Support 3in1 Notebook Stand Holder,,[],,False
instant-cooling-towel.html,Cooling Towell,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Cooling-Towell2-150x150.jpg']",সারাদেশব্যপী ডেলিভারি করে থাকি। সর্বনিম্ন অর্ডার ১ কার্টোন। পণ্যের মুল্যের সাথে ডেলিভারি চার্জ ও কুরিয়ার চার্জ যোগ হবে। 40% টাকা অগ্রিম দিতে হবে।,,[],,False
race-digital-hot-shower.html,Hot Shower Box Race,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race.png', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race-150x150.png', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Hot-Shower-Box-Race3-150x150.jpg']",Race instant electric water heater,,[],,False
wireless-visual-earpick.html,Wireless Visual Earpick,"['https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/11/Wireless-Visual-Earpick-5-150x150.jpg']","ওয়্যারলেস কান পরিষ্কারের নতুন অভিজ্ঞতা! 1080P HD ক্যামেরা, WiFi কানেকশন এবং নরম সিলিকন টিপ সহ, এইVisual Earpickআপনাকে নিরাপদ, ব্যথাহীন ও পরিষ্কার ক্লিনিং অভিজ্ঞতা দেবে। Android, iOS—সব ডিভাইসেই সাপোর্টেড",,[],,False
bracelet-ceramic-gold-tungsten-magnetic-therapy-074.html,Bracelet Ceramic Gold Tungsten Magnetic Therapy 074,"['https://rabeyaenterprise.com/wp-content/uploads/2023/01/Ceramic-Gold-Tungsten-Magnetic-Therapy-Bracelet-074-F1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Ceramic-Gold-Tungsten-Magnetic-Therapy-Bracelet-074-F2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Ceramic-Gold-Tungsten-Magnetic-Therapy-Bracelet-074-F1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Ceramic-Gold-Tungsten-Magnetic-Therapy-Bracelet-074-F2-150x150.jpg']",,,[],,False
fashion-hair-comb-all-hair.html,Fashion hair comb all hair,"['https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-6.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-6-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-5-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/Fashion-hair-comb-all-hair-1-150x150.jpg']",,,[],,False
mini-massager-with-remote.html,Mini Massager,"['https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F1-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F1-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/07/Mini-Massager-With-Remote-F1-150x150.jpg']",Mini Portable Electric Pulse Neck Massager Cervical Back Muscle Pain Relief,,[],,False
trimmer-vintage-t9.html,Trimmer Vintage T9,"['https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/vintage-t9_1-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/vintage-t9_1-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/05/Trimmer-Vintage-T9-5-150x150.jpg']",,,[],,False
usb-portable-mini-capsule-cutter.html,Mini Capsule Cutter USB Portable,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable7.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable6.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable7-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable6-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable5-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Mini-Capsule-Cutter-USB-Portable2-150x150.jpg']",সারাদেশব্যপী হোলসেল প্রাইজ এ ডেলিভারি করে থাকি। সর্বনিম্ন অর্ডার ১ কার্টোন। পণ্যের মুল্যের সাথে ডেলিভারি চার্জ ও কুরিয়ার চার্জ যোগ হবে। 40% টাকা অগ্রিম দিতে হবে।,,[],,False
fascial-gun.html,Fascial Gun,"['https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-5-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/Fascial-Gun-1-150x150.jpg']",,,[],,False
strong-grill-hanger.html,Strong Grill Hanger,"['https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/10/Strong-Grill-Hanger.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger01-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/10/Strong-Grill-Hanger-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/12/Strong-Grill-Hanger01-1-150x150.jpg']",,,[],,False
eelhoe-skin-wart-remover.html,SKIN WART REMOVER,"['https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/09/SKIN-WART-REMOVER-2-150x150.jpg']",,,[],,False
tea-pot.html,TEA POT,"['https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/TEA-POT2-150x150.jpg']",,,[],,False
air-cooler-race.html,Air Cooler Race(STOCK),"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Air-Cooler-Race2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Air-Cooler-Race.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Air-Cooler-Race2-150x135.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Air-Cooler-Race-150x163.jpg']",সারাদেশব্যপী হোলসেল প্রাইজ এ ডেলিভারি করে থাকি। সর্বনিম্ন অর্ডার ১ কার্টোন। পণ্যের মুল্যের সাথে ডেলিভারি চার্জ ও কুরিয়ার চার্জ যোগ হবে। 40% টাকা অগ্রিম দিতে হবে।,,[],,False
flawless-pedi.html,FLAWLESS PEDI ELECTRONIC PEDICURE TOOL,"['https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI-2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI-2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI-1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2025/09/FLAWLESS-PEDI-150x150.jpg']",,,[],,False
gas-stove-cover.html,Gas Stove Cover,"['https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Gas-Stove-Cover-F2-150x150.jpg']",Energy Saving Gas Stove Cover Windproof Disk Windshield Bracket Universal Round 8 Holes,,[],,False
sweep-multi-functional-broom-machine.html,Sweep Multi-Functional Broom Machine,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Sweep-Multi-Functional-Broom-Machine-F1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Sweep-Multi-Functional-Broom-Machine-F2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Sweep-Multi-Functional-Broom-Machine-F1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Sweep-Multi-Functional-Broom-Machine-F2-150x150.jpg']",সারাদেশব্যপী হোলসেল প্রাইজ এ ডেলিভারি করে থাকি। সর্বনিম্ন অর্ডার ১ কার্টোন। পণ্যের মুল্যের সাথে ডেলিভারি চার্জ ও কুরিয়ার চার্জ যোগ হবে। 40% টাকা অগ্রিম দিতে হবে।,,[],,False
electric-air-pump.html,Electric Air Pump,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/Electric-Air-Pump.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Electric-Air-Pump2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Electric-Air-Pump-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/Electric-Air-Pump2-150x150.jpg']",সারাদেশব্যপী হোলসেল প্রাইজ এ ডেলিভারি করে থাকি। সর্বনিম্ন অর্ডার ১ কার্টোন। পণ্যের মুল্যের সাথে ডেলিভারি চার্জ ও কুরিয়ার চার্জ যোগ হবে। 40% টাকা অগ্রিম দিতে হবে।আপনার চাহিদা অনুযায়ী কাস্টম অর্ডার ও তৈরি করতে পারেন। কাস্টম অর্ডার তৈরি করতে “Custom Order” বাটনে ক্লিক করুন।,,[],,False
go-duster2pcs-hand-glove-package.html,GO DUSTER+2pcs HAND GLOVE Package,"['https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER-FASHION-HAND-GLOVE-Package.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER2pcs-HAND-GLOVE-Package2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER2pcs-HAND-GLOVE-Package.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER-FASHION-HAND-GLOVE-Package-150x84.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER2pcs-HAND-GLOVE-Package2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/08/GO-DUSTER2pcs-HAND-GLOVE-Package-150x150.jpg']",,,[],,False
air-conditioner-deflector.html,Air Conditioner Deflector,"['https://rabeyaenterprise.com/wp-content/uploads/2023/06/Air-Conditioner-Deflector-1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/06/Air-Conditioner-Deflector-1-150x150.jpg']",Adjustable Air Conditioning Wind Deflector Air Vent Deflector For Ac Window Unit No Installation Required Air Conditioner,,[],,False
bracelet-titanium-magnetic-double-row-4-element.html,Bracelet Titanium Magnetic Double Row 4 Element,"['https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F1.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F1-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/01/Titanium-Magnetic-Bracelet-Double-Row-4-Element-F3-150x150.jpg']",,,[],,False
foldable-laptop-table-cartoon-printed.html,Foldable laptop Table Cartoon Printed,"['https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed2-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/04/Foldable-laptop-Table-Cartoon-Printed-150x150.jpg']",Cartoon/Printed Multi-Purpose Laptop Table Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges,,[],,False
grinder-w8801-electric-grinding-machine.html,Grinder w8801 Electric Grinding Machine,"['https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2021/10/Grinder-w8801-Electric-Grinding-Machine2-150x150.jpg']","Flour Grinder Grain Coarse Cereals Hit Powder Machine Household Small Traditional Chinese Medicine Grinder Grinding DeviceElectric Coffee Grinder – Espresso Mill, Kitchen Salt Pepper Grinder Beans Spices Nuts Seed Coffee Grinding Crocus Machine,Purple",,[],,False
floating-pen_magical-water-painting-pen.html,White Board Marker,"['https://rabeyaenterprise.com/wp-content/uploads/2022/03/White-Board-Marker.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2022/03/White-Board-Marker-150x150.jpg']",Magical Water Painting Pen Magic Doodle Drawing Pens_Floating Pen,,[],,False
water-proof-dishwashing-gloves-one-pair.html,Water proof dishwashing gloves one pcs,"['https://rabeyaenterprise.com/wp-content/uploads/2024/11/51DzzdKSEL.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41-ECjTlplL.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41jzf-ARG9L.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/51r8DMY-I7L.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/51dnGrFZrdL.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41wv-2KEwuL.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/51DzzdKSEL-150x118.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41-ECjTlplL-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41jzf-ARG9L-150x191.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/51r8DMY-I7L-150x176.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/51dnGrFZrdL-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/11/41wv-2KEwuL-150x150.jpg']",,,[],,False
portable-juicer-blender.html,PORTABLE JUICER BLENDER,"['https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-2.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-4.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-3.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-1.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-2-150x150.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-4-150x150.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-3-150x152.jpeg', 'https://rabeyaenterprise.com/wp-content/uploads/2024/03/PORTABLE-JUICER-BLENDER-1-150x148.jpeg']",,,[],,False
foldable-earring-nekles-holder.html,FOLDABLE EARRING NEKLES HOLDER,"['https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/FOLDABLE-EARRING-NEKLES-HOLDER2-150x150.jpg']",,,[],,False
eelhoe-turmeric-oil.html,EELHOE TURMERIC OIL,"['https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL6.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL5.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL4.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL3.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL2.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL6-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL5-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL4-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL3-150x150.jpg', 'https://rabeyaenterprise.com/wp-content/uploads/2023/10/EELHOE-TURMERIC-OIL2-150x150.jpg']",,,[],,False
